name,latitude,longitude,website,categories,sub categories,emails,address_city,phone,address,address_region_1,address_country,opening hours,price level,reviews,rating
DQ Grill & Chill Restaurant,41.6720585,-93.6981798,http://www.dairyqueen.com/,restaurant|food,fast food restaurant|Fast Food|fast food container,[], wait,+1 515-278-5904,"6150 Merle Hay Rd, Johnston, IA 50131, USA", but the Chicken in that sandwich is frozen as it was not pulled out earlier.  WHILE the guy is yel, did not repeat my total and still did not ask me for my drink request.  I wait,Monday: 10:30 AM � 10:00 PM|Tuesday: 10:30 AM � 10:00 PM|Wednesday: 10:30 AM � 10:00 PM|Thursday: 10:30 AM � 10:00 PM|Friday: 10:30 AM � 10:30 PM|Saturday: 10:30 AM � 10:30 PM|Sunday: 10:30 AM � 10:00 PM, $6.35 at the ONLY w,"[""Today I went through the Drive Thru here at approximately 12:32pm CST.  When I pulled up a gentleman in a black shirt was standing on a chair and seen me pull up and literally sunk his head at me.  Like he was mad I was there.
Then when I ordered, I asked for a #7 - Chicken Bacon Ranch combo.  He said, """"fine""",1.6
Tasty Tacos Inc,41.5333116,-93.5962425,http://www.tastytacos.com/,restaurant|food,restaurant|ethnic foods|fast food container|fast food restaurant|Fast Food|mexican restaurant|Mexican|western food,[],Des Moines,+1 515-285-1946,"5847 SE 14th St, Des Moines, IA 50320, USA",Iowa,United States,Monday: 11:00 AM � 10:00 PM|Tuesday: 11:00 AM � 10:00 PM|Wednesday: 11:00 AM � 10:00 PM|Thursday: 11:00 AM � 10:00 PM|Friday: 11:00 AM � 10:00 PM|Saturday: 11:00 AM � 10:00 PM|Sunday: Closed,1,"[""Food is pretty good but the service and atmosphere make it not worth it. I waited like 35 minutes for my food. They made a mistake and it took another 10 minutes to get that corrected."", ""Good food, good selection. Try not to go after 8, they start to just keep tacos in the warming tray and you don't get fresh food"", ""You like tacos? Give Tasty Tacos a try, you be won't regret it. This location is super clean, staff is awesome, and best of all, the food comes out fast and fresh! Come get some!"", ""Not happy. Bad food and decor"", ""I love Tasty Taco's! Great service, great people,great atmosphere!""]",4.4
Pilot Travel Center,41.6441541,-91.1496305,https://www.pilotflyingj.com/stores/0496,convenience store|gas station|restaurant|food|store,convenience store|energy|fast food container|fast food restaurant|Fast Food|fuel station|fuels|gas station,"[""realestate@pilottravelcenters.com"", ""sales@pilottravelcenters.com"", ""myRewards@PilotFlyingJ.com"", ""MyRewards@PilotFlyingJ.com""]",Atalissa,+1 563-946-3761,"2086 Atalissa Rd, Atalissa, IA 52720, USA",Iowa,United States,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,,"[""Men's restroom was a perfectly smelly sty. Hot food so-so. But green beans something akin to greasey grass clippings! Sorry Pilot. Normally good elsewhere. I hope you consider a good second look at this location. Thanks!"", ""friendly staff and good people,they are very carefully !!!ud83dude4fud83dudc30ud83dude18ud83dudc99"", ""I had a problem with a shipper rejecting A trailer and this was the closest truckstop I could fine to fix the problem and had to run in and buy hammer. It ends up that I ran out of hours and had to stay here this evening. Some of the nicest people here and the best shower I've had in a long time. A couple employees that stand out our Dale and Brandon. It was really nice to be treated with such kindness after such a rough day. "", ""WiFi suck's, and the bathroom, man I ain't been in a worse smelling bathroom in a long time. Reminds me of some of the nasty bathrooms I've been in Mexico. 3rd world country bathroom at this pilot. Horrible. "", ""Keep driving don't stop here, there's a better pilot 24 miles east. !!!! 

Wifi is terrible.(why do I pay yearly for this crap) parking lot small but not their fault. staff grabbed my phone and went through it trying to help me connect until I told him that nothing in my text messages was gonna help me connect to the wifi. Also seem to be very chatty and not taking care of the restroom that was nasty. Please don't stop here. Truckers deserve better. ""]",3.4
Food for Thought Caf�,41.6595114,-91.5384616,https://dining.uiowa.edu/locations/food-thought-caf%C3%A9,cafe|convenience store|meal takeaway|restaurant|food|store,cafe|coffe container|coffee|coffee shop|convenience store|espresso bar|food service|meal takeaway|tea and coffee merchant,"[""dining@uiowa.edu""]",Iowa City,+1 319-335-6170,"125 W Washington St, Iowa City, IA 52242, USA",Iowa,United States,Monday: 7:30 AM � 11:00 PM|Tuesday: 7:30 AM � 11:00 PM|Wednesday: 7:30 AM � 11:00 PM|Thursday: 7:30 AM � 11:00 PM|Friday: 7:00 AM � 4:00 PM|Saturday: Closed|Sunday: 4:00 � 11:00 PM,,[],
Quiznos,42.4721642,-91.1149111,http://restaurants.quiznos.com/ia/dyersville/hwy1369thstreet-52040,restaurant|food|store,sandwich shop|Sandwich|business service|catering service|deli|fast food container|fast food restaurant|Fast Food|food products|party service|restaurant,"[""example@example.com""]",Dyersville,+1 563-875-2434,"1426 9th St SE, Dyersville, IA 52040, USA",Iowa,United States,Monday: 10:00 AM � 9:00 PM|Tuesday: 10:00 AM � 9:00 PM|Wednesday: 10:00 AM � 9:00 PM|Thursday: 10:00 AM � 9:00 PM|Friday: 10:00 AM � 9:00 PM|Saturday: 10:00 AM � 9:00 PM|Sunday: 11:00 AM � 8:00 PM,1,"[""This place is really clean. Good food, fresh and amazing customer service! "", ""Clean, comfortable, good food friendly staff"", ""Good food, friendly service "", ""Quizno's is underrated.  Great food!"", """"]",4.6
Hardee's,41.9621504,-91.6767298,http://www.hardees.com/,restaurant|food,fast food restaurant|Fast Food|fast food container|hamburger restaurant|Hamburger|restaurant|western food,"[""support@superstarrewards.com""]",Cedar Rapids,+1 319-363-7710,"1519 6th St SW, Cedar Rapids, IA 52404, USA",Iowa,United States,Monday: 5:30 AM � 11:00 PM|Tuesday: 5:30 AM � 11:00 PM|Wednesday: 5:30 AM � 11:00 PM|Thursday: 5:30 AM � 11:00 PM|Friday: 6:00 AM � 12:00 AM|Saturday: 6:00 AM � 12:00 AM|Sunday: 7:00 AM � 11:00 PM,1,"[""The food is really good but the guy behind me in line ordered a cheaper meal then I did and took off of my to-go order"", ""Slow service. Missing items. Rude customer service when brought to their attention and served me a cold, old burger to replace their mistake. Fries were cold. Bathrooms are inoperable and filthy. Piles of poo? Horrid, putrid smell?  Who in their right mind would allow that to take place in a resturant? Maybe a different Hardee's would be better?!"", ""Never go here slow service waited 30 minutes, got my order wrong twice in one day, HATE this place with a passion NEVER GO TO THIS HARDEE'S"", ""They do a really good hot ham and cheese sandwich. Bacon fries are pretty good to go with it. Food always comes out hot"", ""Environment is okay. Food is usually excellent""]",3.3
Arby's,41.6491141,-93.7379372,http://www.drmarbys.com/,restaurant|food,fast food restaurant|Fast Food|american restaurant|American|family restaurant|fast food container|sandwich shop|Sandwich|western food,[],Urbandale,+1 515-334-9010,"4920 86th St, Urbandale, IA 50322, USA",Iowa,United States,Monday: 10:00 AM � 10:00 PM|Tuesday: 10:00 AM � 10:00 PM|Wednesday: 10:00 AM � 10:00 PM|Thursday: 10:00 AM � 10:00 PM|Friday: 10:00 AM � 10:00 PM|Saturday: 10:00 AM � 10:00 PM|Sunday: 10:00 AM � 10:00 PM,,"[""Very friendly great service. thanks for your crew was so nice and greet with a smileI will come back and friends. thanks for your time."", ""I only went to use the bathroom. It's pretty clean and didn't smell gross. So A+"", ""Went there yesterday for a interview but did not get the job cause they calmed they did not have the opening um hey you posted it to indeed they seemed very clueless about why I was even there total waste of time wasted 49 bucks on cabs to get to a interview I could have passed on"", ""Nice style layout of the building.  They kept the other version.  Nice.  No military discount.  Men's restroom. Mirror to low.  Urinal to low and too small.  That increases chance of puss on the ground.  Nice hot fresh food to include the fries.  4 stars because of pleasing layou of the older style building"", ""By far best Arbys in the area. Staff is more friendly, restaurant is always clean, and food is fresh. It's also easy to get in and out quickly. ""]",4
Maid-Rite DMACC,41.7054265,-93.6085546,http://www.maid-rite.com/,restaurant|food,restaurant,[],Ankeny,+1 515-964-7951,"2006 S Ankeny Blvd, Bldg 5 Student Center, Ankeny, IA 50023, USA",Iowa,United States,Monday: 10:00 AM � 7:00 PM|Tuesday: 10:00 AM � 7:00 PM|Wednesday: 10:00 AM � 7:00 PM|Thursday: 10:00 AM � 7:00 PM|Friday: 10:00 AM � 4:00 PM|Saturday: Closed|Sunday: Closed,,"[""Ordered the chicken strips, they were over-seasoned and over-cooked, not a good start. On top of that the ladies cooking assume no one can here them singing and cursing on the top of their lungs. Very unprofessional. They make it impossible to even sit at the tables within 25 ft of the store front. They're only redeeming quality is the barbecue sauce. 

Don't get me wrong I love maid-rites and I'm sure the regular sandwiches taste fine. This location in particular is just not somewhere I'll be spending my money again. I'd recommend the leaning tower of pizza, 15 ft away. Much better chicken strips.""]",2
Lally's Eastside Restaurant,42.7932097,-96.1638937,http://lallyschickenandribs.com/,restaurant|food,restaurant,[],Le Mars,+1 712-546-4406,"125 Plymouth Street NE, Le Mars, IA 51031, USA",Iowa,United States,Monday: 10:00 AM � 8:00 PM|Tuesday: 10:00 AM � 8:00 PM|Wednesday: 10:00 AM � 8:00 PM|Thursday: 10:00 AM � 8:00 PM|Friday: 10:00 AM � 8:00 PM|Saturday: 10:00 AM � 8:00 PM|Sunday: 10:00 AM � 8:00 PM,,"[""If you're looking for classic american fare, you've come to the right place. With fried chicken and ribs seeming to be favorites here, there are lots of options that are good for the soul, just not so much the waistline. There were only two vegetarian options (one being a grilled cheese off the kids menu) so if meat and fish aren't good for you it might be better to find another place. The staff were friendly and even offered to replace a chicken leg that had fallen onto the floor, free of charge."", ""The food was great and the service was also great. Friendly people and a nice atmosphere!ud83dude00"", ""Worst water ever. Food was cooked from a can or frozen. Not recommended"", ""Great barbecue sandwich.  This place brings back memories of family get togethers."", ""It's OK food slow service""]",4.2
Mineral City Mill & Grill,42.500827,-94.160932,http://www.mineralcitymillandgrill.com/,bar|restaurant|food,american restaurant|American|bars and pubs|new us american restaurant|sports bar|western food,[],Fort Dodge,+1 515-955-8514,"2621 5th Ave S, Fort Dodge, IA 50501, USA",Iowa,United States,Monday: 11:00 AM � 10:00 PM|Tuesday: 11:00 AM � 10:00 PM|Wednesday: 11:00 AM � 10:00 PM|Thursday: 11:00 AM � 10:00 PM|Friday: 11:00 AM � 10:00 PM|Saturday: 11:00 AM � 10:00 PM|Sunday: 10:00 AM � 9:00 PM,,"[""I've visited here MANY times and I LOVE it!! Last nite I had Cavitini, it was delicious! Also I have had Lasagna and many more... just LOVE their pasta. Not so fond of the salads or type of bread they serve but the entrees make up for that. If you're in the area (Ft. Dodge) be sure and stop in. Quickly seated by a really nice fella, pretty darn good looking too, (I remember one of the servers telling me he owns it)."", ""My favorite restaurant in Fort Dodge!  I had the Sicilian bread, rueben sandwich with sweet potato fries and marshmallow dip.  Staff were wonderful and food was delicious!!  I will definitely be going back!"", ""Never disappointed. Staff is always friendly. The food is always great. The drinks are always better. ;)"", ""My wife and I really enjoyed Mineral City's menu selection and staff service. Food tasted great and was reasonably priced. I liked the comfortable, contemporary atmosphere as well. Will stop again when in town."", ""Excellent food, the best Family Restaurant in Fort Dodge, a ton of great dishes and options for any group to have a great night with the beautiful and timely wait staff.""]",4.4
McDonald's,45.5680229,-94.3010604,http://www.mcdonalds.com/,cafe|restaurant|food|store,fast food restaurant|Fast Food|breakfast restaurant|coffe container|coffee|coffee shop|fast food container|hamburger restaurant|Hamburger|ice cream shop|restaurant|salad shop|Salad|sandwich shop|Sandwich|sweets|tea and coffee merchant|western food,[],Saint Joseph,+1 320-363-4223,"1180 Elm St E, St Joseph, MN 56374, USA",Minnesota,United States,Monday: 5:00 AM � 11:00 PM|Tuesday: 5:00 AM � 11:00 PM|Wednesday: 5:00 AM � 11:00 PM|Thursday: 5:00 AM � 11:00 PM|Friday: 5:00 AM � 1:00 AM|Saturday: 5:00 AM � 1:00 AM|Sunday: 6:00 AM � 11:00 PM,1,"[""This place is so slow every time I come. It's lunch time!  You should expect more people and should staff accordingly. There were 10 people waiting for food and only one person serving it. Worst McDonald's I've ever gone to. Never going back!"", ""Your average McDonald's. It was very clean so I'll give them that. "", ""Good place. Courteous workers. Got my food in a timely manner and was correct. No sweet tea by the soda fountain, but if you ask, they're happy to fill it from behind the counter."", ""This location is frequently busy and can be slow in the drive-thru. This is not a full menu as many mcd locations have a reduced menu, which makes some things easier. The staff will get the order right just the drive-thru will take longer than you'd like"", ""Clean and quick service. Would give five stars if they would stop saying """"girl or boy"""" for the kids' meals. ""]",2.8
Kings Wine Bar,44.9197609,-93.2841719,http://www.kingsmpls.com/,bar|restaurant|food,asian fusion restaurant|bars and pubs|chinese food|dim sum restaurant|Dim Sum|ethnic foods|korean food|pho restaurant|Pho|restaurant|tea|vietnamese restaurant|Vietnamese|wine|wine bar,[],Minneapolis,+1 612-354-7928,"4555 Grand Ave S, Minneapolis, MN 55419, USA",Minnesota,United States,Monday: 4:00 � 10:00 PM|Tuesday: 4:00 � 10:00 PM|Wednesday: 4:00 � 10:00 PM|Thursday: 4:00 � 10:00 PM|Friday: 4:00 � 11:00 PM|Saturday: 4:00 � 11:00 PM|Sunday: 4:00 � 9:00 PM,2,"[""Best Pho in town. Excellent tap beer and wine. Super friendly staff. Comfortable and warm - a truly great neighborhood restaurant!"", ""My favorite restaurant of all time! Always good! I have tried half the menu at this point and I am impressed everytime. Their wine is delicious and it is such a chill spot with live music some nights and the cutest shots for birthdays! So glad to have found this gem!"", ""Very kind and helpful staff. Delicious pho. Really good beer."", ""My wife is the wine drinker but we had great service."", ""A little on the pricey side. Check out the nightly specials for some added fun. GREAT date spot - we made it last night for half off bottles of wine with a >$30 dinner and the Korean BBQ Rice Bowl was phenomenal.""]",3.9
Holiday Stationstores,45.2873796,-93.2334224,http://www.holidaystationstores.com/locations/store/223/Ham%20Lake%20MN?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=223,convenience store|gas station|atm|cafe|restaurant|food|finance|store,convenience store|atm|breakfast restaurant|coffe container|coffee|coffee shop|coffee store|energy|fast food container|fuel station|fuels|gas station|places of interest|sandwich shop|Sandwich|tea and coffee merchant,"[""webmaster@holidaystationstores.com""]",Ham Lake,+1 763-434-4699,"1442 Crosstown Blvd NE, Ham Lake, MN 55304, USA",Minnesota,United States,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,,"[""staff always friendly they take competitions coupons, they can even be expired "", ""Clean and freindly."", ""Maya always brightens my day with her smile and friendly nature."", """", """"]",4.7
Holiday Stationstores,45.1848598,-93.3137852,http://www.holidaystationstores.com/locations/store/3514/Coon%20Rapids%20MN?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=3514,convenience store|gas station|atm|cafe|restaurant|food|finance|store,convenience store|atm|breakfast restaurant|coffe container|coffee|coffee shop|coffee store|energy|fast food container|fuel station|fuels|gas station|places of interest|sandwich shop|Sandwich|tea and coffee merchant,"[""webmaster@holidaystationstores.com""]",Coon Rapids,+1 763-208-1380,"1855 Gateway Dr NW, Coon Rapids, MN 55448, USA",Minnesota,United States,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,,"[""Extremely rude and unprofessional management that are not willing to work with you to fix issues."", ""Evening staff is always friendly."", ""Pleasant staff and quick service"", ""Nice place. Easy to get in and out of."", ""Very clean and always has what you need in stock. Also an excellent quality car wash.""]",3.9
Stephano's Italian Cuisine,44.790969,-93.24392,http://www.stephanosbistro.net/,restaurant|food,italian restaurant|Italian|business service|catering service|party service|western food,"[""kozyrevmain@gmail.com""]",Burnsville,+1 952-895-1639,"11849 Millpond Ave, Burnsville, MN 55337, USA",Minnesota,United States,,2,"[""Our family has been coming here for years. Authentic and delicious! Great atmosphere, service and food. Not a lot of chef-owned restaurants these days, but this is definitely one to check out!

-Max"", ""Visit Stephano's several times each year.  Both for dinners and events.  Food is excellent, with a variety of Northern and Southern Italian influence.  Ambiance is quiet.  Ideal if you want an intimate, not to fancy  setting.  Their event center is attached and comfortable seats 50+ for dinner.  Stephano's and his son serve the food."", ""Great food great staff and a great value."", ""A cozy Italian restaurant with a traditional feel. A perfect destination for a special night with your SO."", ""Great authentic Italian cuisine, very customizable with the food options, calm not rushed atmosphere, great place to try it you haven't before.""]",3.8
Gyro's Grill,44.836665,-93.249437,http://www.ordergyrosgrill.com/,meal takeaway|restaurant|food,greek restaurant|Greek|fast food container|mediterranean restaurant|Mediterranean|pizza restaurant|Pizza|pizzas|pizzatakeaway|western food,[],Bloomington,+1 952-888-2121,"1710 E Old Shakopee Rd, Bloomington, MN 55425, USA",Minnesota,United States,Monday: 10:30 AM � 6:00 PM|Tuesday: 10:30 AM � 8:00 PM|Wednesday: 10:30 AM � 8:00 PM|Thursday: 10:30 AM � 8:00 PM|Friday: 10:30 AM � 8:00 PM|Saturday: 10:30 AM � 6:00 PM|Sunday: 10:30 AM � 6:00 PM,2,"[""Great food, friendly service. Atmosphere leaves much to be desired, but the food is well worth it."", ""A unique restaurant with great food. I've been going here a long time and I've gotten to know the owner who is a terrific person. I highly recommend this restaurant. "", ""Fresh ingredients. Good flavors. Solid option for a healthy lunch. "", ""I would of taken a picture for you,  but the sandwich looked too good...  It tasted AMAZING! Their baklava is really,  really good.  I'm surprised that this place doesn't have 4.5 or higher rating.  "", ""Good food.  I usually take out but sometimes eat in.  When I eat there I have observed that the owner and staff seem to know most of their customers.  Which is a nice way to be greeted at the end of a hard day.  I usually buy the gyro combo and my son likes the falafil combo.  It is the best I have had locally.  We also buy olive oil, falafil mix and feta cheese in their small grocery section.

I was greeted at the farmers in Egan last year  by the owner.  He was loading crates of local vegetables into his van.  Nice guy.""]",4.4
Suzie's Kitchen,44.7311212,-93.144919,http://suzieskitchenrosemount.com/,restaurant|food,restaurant|american restaurant|American|western food,[],Rosemount,+1 651-322-8393,"15023 Crestone Ave, Rosemount, MN 55068, USA",Minnesota,United States,Monday: 6:00 AM � 2:00 PM|Tuesday: 6:00 AM � 2:00 PM|Wednesday: 6:00 AM � 2:00 PM|Thursday: 6:00 AM � 2:00 PM|Friday: 6:00 AM � 2:00 PM|Saturday: 6:00 AM � 2:00 PM|Sunday: 6:00 AM � 2:00 PM,1,"[""The Terhark crew  loves the hospitality and the atmosphere is great the music is good and the food is awesome thanks from the Terhark crew Selena Tristyn and Zeke"", ""There was a wait when we got here but it went quickly.Waitress was very nice and responsive.Atmosphere kinda tacky and the cleanliness could be improved on but I ordered the Irish omlett and it was great.Nice portions.Good coffee."", ""Awesome food! Friendly staff and fast service! "", ""Good food, great service, nice price.  Very nice location and great atmosphere,  would give it 5 stars if the selection was bigger."", ""Food was well worth the wait and money server can be a bit short with customers we saw.""]",3.9
Uncle Louis Cafe,46.7947627,-92.0953946,http://www.unclelouiscafe.com/,cafe|restaurant|food,american restaurant|American|cafe|coffee|restaurant|western food,"[""ULC@UNCLELOUISCAFE.COM""]",Duluth,+1 218-727-4518,"520 E 4th St, Duluth, MN 55805, USA",Minnesota,United States,Monday: 6:00 AM � 2:45 PM|Tuesday: 6:00 AM � 2:45 PM|Wednesday: 6:00 AM � 2:45 PM|Thursday: 6:00 AM � 2:45 PM|Friday: 6:00 AM � 2:45 PM|Saturday: 7:00 AM � 2:45 PM|Sunday: 7:00 AM � 2:45 PM,2,"[""Great food and prices! Made home style, quick and good quality, breakfast and lunch. Good atmosphere as well. So close to my home too. 4th street east needed a good breakfast cafe, great location for this area! I'll keep coming back"", ""Some of the best breakfast food you could eat in town! A group of the six of us ate for around $50! Couldn't believe how reasonable the prices were and the food was amazing!!! Service was wonderful as well. For sure will be back!!!"", ""Wonderful little American style breakfast cafe. Large portions and good food. The service is friendly and professional. Prices are fair. Atmospere is low key. It does get busy on weekends, so there is sometimes a wait. "", ""Delicious, quick, no frills. Back to the basics. Amazing breakfast food, fast service. There's usually a wait on weekends. That's a good thing, though. Shows how great the food is! I've been coming here for almost a decade now. "", ""Excellent breakfast!  It was tasty and filling. 
They also had friendly service.""]",4.6
Shang Hai Wok,44.9773954,-93.2739938,https://m.facebook.com/pages/Shanghai-Wok/113523575349176,restaurant|food,chinese restaurant|Chinese|chinese food|ethnic foods,[],Minneapolis,+1 612-333-7798,"27 S 7th St #1, Minneapolis, MN 55402, USA",Minnesota,United States,Monday: 11:00 AM � 8:00 PM|Tuesday: 11:00 AM � 8:00 PM|Wednesday: 11:00 AM � 8:00 PM|Thursday: 11:00 AM � 8:00 PM|Friday: 11:00 AM � 8:00 PM|Saturday: Closed|Sunday: Closed,,"[""Shang Hai Wok is easily the best Chinese food downtown. Their combo meals are a steal. For less than $8 you get to pick from a list of 12 combos, which includes your entru00e9e, fried rice, a drink, and the choice of either wontons or an egg roll. My favorite is the orange chicken. All of your food is cooked fresh after you order, which seems to be uncommon at most Chinese places these days. The people that work there are all very nice. It is cash only, so make sure to bring some along."", ""Acceptable, but don't expect too much. Everything is average: food quality, taste, drinks, variety and environment. A little bit too pricy for what you get. A convenient fast food choice for city center, though."", ""I visited the other day and tried the Sesame Chicken.  Price was good (they only take cash, so be ready for that) but the chicken and eggrole were below average.  Fried rice was a saving grace, keeping the experience at a 3 instead of a 2.

I'm glad I tried it, but I probably won't return."", ""Awesome! You can choose your vegetables and tell the chef exactly how the fried rice should be, food is cooked right in front of you and it tastes great! Do remember, they accept only cash."", ""Best Chinese downtown.  Great combo meals.""]",4.3
TOMO HIBACHI&SUSHI,45.511269,-92.998008,http://tomonorthbranch.com/default.aspx,restaurant|food,restaurant,[],North Branch,+1 651-237-0888,"5466 St Croix Trail, North Branch, MN 55056, USA",Minnesota,United States,Monday: 11:00 AM � 10:00 PM|Tuesday: 11:00 AM � 10:00 PM|Wednesday: 11:00 AM � 10:00 PM|Thursday: 11:00 AM � 10:00 PM|Friday: 11:00 AM � 10:00 PM|Saturday: 11:00 AM � 10:00 PM|Sunday: 11:00 AM � 9:30 PM,,"[""I love Tomo! I think I may come here too often. The staff is always very friendly. I come at least once a week and they have never messed up an order of mine. Food is always awesome and fast! Though I usually order take out, it's great to eat in too. It's always very clean."", ""Had sushi for the very first time here today. Absolutely wonderful experience. Went with a few friends and tried 6 different plates of food! Very good food for very good price. Definately recommend to everyone."", ""Great staff, clean restaurant, amazing food! Absolutely love this this place! Definitely recommend!"", ""Great local place for sushi. Reasonable prices, good food and quick service. "", ""Awesome place!!! Just like the big hibachi restaurants minus the chef cooking in front of you. Delicious hibachi and sushi and incredible prices!""]",4.7
McDonald's,45.178923,-93.8714951,http://www.mcdonalds.com/,cafe|restaurant|food|store,fast food restaurant|Fast Food|breakfast restaurant|coffe container|coffee|coffee shop|fast food container|hamburger restaurant|Hamburger|ice cream shop|restaurant|salad shop|Salad|sandwich shop|Sandwich|sweets|tea and coffee merchant|western food,[],Buffalo,+1 763-682-5167,"303 7th St NE, Buffalo, MN 55313, USA",Minnesota,United States,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,1,"[""This is one of the best McDonald's around! The staff is intelligent and they always try thier best to make sure they make up for mistakes or making you wait. Last time I had to wait a long while and they missed some things they gave me 3 free drink coupons. They also have the free mini kid cones sometimes. "", ""Stopped in for breakfast 2 weeks ago and their was no mocha coffee as the machine was be on. Today machine is still broke and they don't know when it will be fixed. 
They do not know how to use the app deals on phone. Most of time they have to ask for help. And why so stingy with the salt and pepper. I will not be going back anytime soon."", ""This was the best McDonald's I've ever been to. They provide table service, they have a giant indoor playground and an indoor basketball hoop!"", ""not the biggest playground out there but big enough for my 5 year to have a good time. Clean place tho"", ""This McDonald's is always friendly and quick. I usually only go in the morning but they always handle it well when they are busy!""]",3.1
Downtowner Woodfire Grill,44.9429695,-93.1052042,http://www.downtownerwoodfire.com/,restaurant|food,persian restaurant|Persian|american restaurant|American|restaurant|western food,"[""moe@downtownerwoodfire.com""]",Saint Paul,+1 651-228-9500,"253 7th St W, St Paul, MN 55102, USA",Minnesota,United States,Monday: 7:00 AM � 10:00 PM|Tuesday: 7:00 AM � 10:00 PM|Wednesday: 7:00 AM � 10:00 PM|Thursday: 7:00 AM � 10:00 PM|Friday: 7:00 AM � 11:00 PM|Saturday: 7:00 AM � 11:00 PM|Sunday: 8:00 AM � 9:00 PM,2,"[""I come for bunch whenever I feel like something a little classier than your average quick breakfast spot. My wife loves their mimosas. The food is tasty, hot , and fresh. The environment is cozy."", ""Great restaurant to celebrate special occasions! Our server was pleasant and recommended cocktails and food items. Both were tasty! The outdoor seating here is great on a nice day. Parking right nearby can be difficult to find but you can park on side streets and walk a block or two."", ""I went to this place for a work dinner, the menu was chosen by the people planning it. The food was average and for the most part lacked seasoning. Although they had made a reservation we still had to wait 30 minutes. Then an item on the menu that was preselected had run out and I had to choose something else. The wait staff was very attentive and patient though. "", ""Great restaurant to celebrate special occasions! Our server was pleasant and recommended cocktails and food items. Both were tasty! The outdoor seating here is great on a nice day. Parking right nearby can be difficult to find but you can park on side streets and walk a block or two."", ""Poor service-  waiting time to be acknowledged for a group of 6, asked bus gal to find waitress as were ready to order.
Food -was either too seasoned causing illness or bland and not filling for others.
Waitress- was rude & oblivious to class
Happy Easter to my family...not!!!""]",4.2
Pat's Tap,44.9392109,-93.2781754,http://www.patstap.com/,bar|restaurant|food,gastropub|asian fusion restaurant|bars and pubs|restaurant,"[""askus@patstap.com""]",Minneapolis,+1 612-822-8216,"3510 Nicollet Ave, Minneapolis, MN 55408, USA",Minnesota,United States,Monday: 11:00 AM � 2:00 AM|Tuesday: 11:00 AM � 2:00 AM|Wednesday: 11:00 AM � 2:00 AM|Thursday: 11:00 AM � 2:00 AM|Friday: 11:00 AM � 2:00 AM|Saturday: 9:00 AM � 2:00 AM|Sunday: 9:00 AM � 2:00 AM,1,"[""My husband had the best burger of his life! I had the the Mahi tacos and they were good. They have great apps, but they're menu is very extensive. The patio is dog friendly, and they even have water bowls for the dogs.The neighborhood is a little loud with the traffic, but overall a good location and easy to find. Parking can be difficult though."", ""First time today. I didn't have the greatest experience with our server, but I will say...

Quick service.
Fast food service.
Cool joint (loud environment)
Delicious food!!!

Even though I didn't have the greatest waitress, I plan on returning since the food was very good.

Fun fact:

Skee-ball
Chalkboard in bathroom walls"", ""Went at 4:30pm with patio nearly full and inside empty.   Ironically Pat's Tap had many beers available but only a handful on tap.
Food took too long and fries were lukewarm.  If you are going to serve fries they must be hot.  Toast with mussels was plain and hard.  Burger was decent but overall service and food aren't calling us back."", ""Amazing cheese curds! Also like aphrodisiac  which is a drink there. Sometimes they have bangers and mash and I even liked it than what I had in London! Skeeball is fun. Dog friendly patio."", ""Excellent burgers!!!  Wide variety of drinks and great cocktails! The staff were awesome too. We were in the area and randomly decided to stop for lunch at Pat's Tap. It is now a new favorite of ours!""]",4.2
