name,latitude,longitude,website,categories,sub categories,emails,address_city,phone,address,address_region_1,address_country,opening hours,price_level,rating,burgersales,pizzasales,sodasales
Anejos,45.5489765,-94.2180535,http://anejosrestaurant.net/,restaurant|food,restaurant,[],Waite Park,+1 320-774-1004,"234 2nd Ave S, Waite Park, MN 56387, USA",Minnesota,United States,Monday: 11:00 AM ? 9:00 PM|Tuesday: 11:00 AM ? 9:00 PM|Wednesday: 11:00 AM ? 9:00 PM|Thursday: 11:00 AM ? 9:00 PM|Friday: 11:00 AM ? 10:00 PM|Saturday: 11:00 AM ? 10:00 PM|Sunday: 11:00 AM ? 8:00 PM,1,4.5,41,49,36
Taco John's,44.9634932,-92.9817045,http://locations.tacojohns.com/mn/oakdale/1010-gershwin-avenue-n.html,restaurant|food,fast food restaurant|Fast Food|breakfast restaurant|diner|ethnic foods|fast food container|mexican restaurant|Mexican|restaurant|southwestern us restaurant|tex mex restaurant|western food,[],Saint Paul,+1 651-738-6831,"1010 Gershwin Ave N, St Paul, MN 55128, USA",Minnesota,United States,Monday: 7:00 AM ? 10:00 PM|Tuesday: 7:00 AM ? 10:00 PM|Wednesday: 7:00 AM ? 10:00 PM|Thursday: 7:00 AM ? 10:00 PM|Friday: 7:00 AM ? 10:00 PM|Saturday: 7:00 AM ? 10:00 PM|Sunday: 8:00 AM ? 10:00 PM,1,3.6,81,70,44
Pair of Dice Pizza,45.0093323,-93.3149923,http://www.pairofdicepizza.com/,restaurant|meal takeaway|food,restaurant|fast food container|meal takeaway|pizza restaurant|Pizza|pizzas|western food,"[""info@pairofdicepizza.com""]",Minneapolis,+1 612-522-3423,"2715 W Broadway Ave, Minneapolis, MN 55411, USA",Minnesota,United States,Monday: 4:00 ? 10:00 PM|Tuesday: 4:00 ? 10:00 PM|Wednesday: 4:00 ? 10:00 PM|Thursday: 4:00 ? 10:00 PM|Friday: 11:00 AM ? 11:00 PM|Saturday: 11:00 AM ? 11:00 PM|Sunday: 11:00 AM ? 10:00 PM,1,3.6,79,75,40
Jamba Juice,44.8663532,-93.3265822,http://locations.jambajuice.com/mn/edina/7511-france-ave.-south.html,restaurant|food,juice shop|restaurant,[],Edina,+1 952-842-9251,"7511 France Ave S, Edina, MN 55435, USA",Minnesota,United States,Monday: 7:00 AM ? 9:00 PM|Tuesday: 7:00 AM ? 9:00 PM|Wednesday: 7:00 AM ? 9:00 PM|Thursday: 7:00 AM ? 9:00 PM|Friday: 7:00 AM ? 9:00 PM|Saturday: 8:00 AM ? 9:00 PM|Sunday: 9:00 AM ? 8:00 PM,1,4.4,66,57,79
Woods Cafe-A'Viands,45.0153708,-93.4546255,http://aviandscafe.com/atria/,cafe|restaurant|food,cafe|coffee|restaurant,"[""atria@aviands.com""]",Minneapolis,+1 763-208-7737,"3033 Campus Dr, Minneapolis, MN 55441, USA",Minnesota,United States,Monday: 7:30 AM ? 2:00 PM|Tuesday: 7:30 AM ? 2:00 PM|Wednesday: 7:30 AM ? 2:00 PM|Thursday: 7:30 AM ? 2:00 PM|Friday: 7:30 AM ? 2:00 PM|Saturday: Closed|Sunday: Closed,2,3.2,81,71,25
Fireside Lounge,44.4063674,-93.0392731,http://www.firesidelounge.net/,night club|bar|restaurant|food,lounge|bars and pubs|dancing|discos and night clubs|restaurant,[],Dennison,+1 507-645-9992,"37540 Goodhue Ave, Dennison, MN 55018, USA",Minnesota,United States,Monday: Closed|Tuesday: 11:00 AM ? 9:00 PM|Wednesday: 11:00 AM ? 9:00 PM|Thursday: 11:00 AM ? 9:00 PM|Friday: 11:00 AM ? 10:00 PM|Saturday: 11:00 AM ? 10:00 PM|Sunday: 9:00 AM ? 9:00 PM,1,4.1,82,41,73
Dairy Queen Store,43.6668742,-92.9890374,http://www.dairyqueen.com/,restaurant|food,fast food restaurant|Fast Food|fast food container,[],Austin,+1 507-433-1369,"1200 W Oakland Ave, Austin, MN 55912, USA",Minnesota,United States,,1,3.9,80,77,10
Dairy Queen Ltd Brazier,43.978418,-94.6144933,http://www.dairyqueen.com/,restaurant|food,fast food restaurant|Fast Food|fast food container,[],Saint James,+1 507-375-4820,"1312 7th Ave S, St James, MN 56081, USA",Minnesota,United States,Monday: 11:00 AM ? 9:00 PM|Tuesday: 11:00 AM ? 9:00 PM|Wednesday: 11:00 AM ? 9:00 PM|Thursday: 11:00 AM ? 9:00 PM|Friday: 11:00 AM ? 9:00 PM|Saturday: 11:00 AM ? 9:00 PM|Sunday: 11:00 AM ? 9:00 PM,1,4.3,15,85,27
Front Row Live inc.,40.4657468,-86.1159371,https://www.facebook.com/FrontRowLiveKokomo/,bar|restaurant|food,live music venue|bar|bars and pubs|family restaurant|western food,[],Kokomo,+1 765-327-7475,"1833 S Plate St, Kokomo, IN 46902, USA",Indiana,United States,Monday: 8:00 PM ? 3:00 AM|Tuesday: 8:00 PM ? 3:00 AM|Wednesday: 8:00 PM ? 3:00 AM|Thursday: 8:00 PM ? 3:00 AM|Friday: 8:00 PM ? 3:00 AM|Saturday: 8:00 PM ? 3:00 AM|Sunday: 8:00 PM ? 3:00 AM,2,4,40,89,53
Red Robin Gourmet Burgers,39.992411,-85.929869,http://www.redrobin.com/locations?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib,restaurant|food,hamburger restaurant|Hamburger|fast food container|western food,[], in comparison to most places.  I would highly recommend stopping by if you ever have the opportuni,+1 317-773-8150,"13215 Harrell Pkwy, Noblesville, IN 46060, USA",Noblesville,United States,Monday: 11:00 AM ? 10:00 PM|Tuesday: 11:00 AM ? 10:00 PM|Wednesday: 11:00 AM ? 10:00 PM|Thursday: 11:00 AM ? 10:00 PM|Friday: 11:00 AM ? 11:00 PM|Saturday: 11:00 AM ? 11:00 PM|Sunday: 11:00 AM ? 10:00 PM,1,3.7,80,50,75
Boston Market,39.7743432,-85.992399,http://www.bostonmarket.com/home,restaurant|meal takeaway|food,restaurant|american restaurant|American|catering|chicken restaurant|Chicken|fast food container|meal takeaway|sandwich shop|Sandwich|western food,"[""bostonmarketpr@icrinc.com""]",Indianapolis,+1 317-895-5853,"9961 E Washington St, Indianapolis, IN 46229, USA",Indiana,United States,Monday: 10:30 AM ? 10:00 PM|Tuesday: 10:30 AM ? 10:00 PM|Wednesday: 10:30 AM ? 10:00 PM|Thursday: 10:30 AM ? 10:00 PM|Friday: 10:30 AM ? 10:30 PM|Saturday: 10:30 AM ? 10:30 PM|Sunday: 10:30 AM ? 10:00 PM,1,4.5,83,81,15
KFC,39.959763,-86.126424,https://www.kfc.com/store-locator,restaurant|food,fast food restaurant|Fast Food|american restaurant|American|chicken restaurant|Chicken|chicken wings restaurant|Chicken Wings|fast food container|western food,"[""copyright@kfc.com""]",Carmel,+1 317-846-4107,"1331 S Rangeline Rd, Carmel, IN 46032, USA",Indiana,United States,Monday: 10:30 AM ? 10:00 PM|Tuesday: 10:30 AM ? 10:00 PM|Wednesday: 10:30 AM ? 10:00 PM|Thursday: 10:30 AM ? 10:00 PM|Friday: 10:30 AM ? 10:00 PM|Saturday: 10:30 AM ? 10:00 PM|Sunday: 10:30 AM ? 10:00 PM,1,3.4,24,69,52
Auntie Anne's Pretzels,41.0744191,-85.2177265,http://www.auntieannes.com/,bakery|cafe|restaurant|food|store,pretzel store|baked goods store|bakeries and patisseries|bakery|cafe|coffee|food products|restaurant,"[""customercare@auntieannesinc.com"", ""nutrition@auntieannesinc.com"", ""pretzelperksfeedback@auntieannes.com""]",Fort Wayne,+1 260-436-6117,"5903 Illinois Rd, Fort Wayne, IN 46804, USA",Indiana,United States,Monday: 10:00 AM ? 9:00 PM|Tuesday: 10:00 AM ? 9:00 PM|Wednesday: 10:00 AM ? 9:00 PM|Thursday: 10:00 AM ? 9:00 PM|Friday: 10:00 AM ? 9:00 PM|Saturday: 10:00 AM ? 9:00 PM|Sunday: 10:00 AM ? 9:00 PM,1,2.8,16,45,50
Magoo's California Pizza,39.7641687,-86.3353662,http://www.magooscalpizza.com/,restaurant|food,restaurant|fast food container|pizza restaurant|Pizza|pizzas|western food,"[""4alaaawan@gmail.com""]",Avon,+1 317-271-4411,"10584 US-36, Avon, IN 46123, USA",Indiana,United States,Monday: Closed|Tuesday: 11:00 AM ? 10:00 PM|Wednesday: 11:00 AM ? 10:00 PM|Thursday: 11:00 AM ? 10:00 PM|Friday: 11:00 AM ? 11:00 PM|Saturday: 11:00 AM ? 11:00 PM|Sunday: 11:00 AM ? 10:00 PM,1,4.8,76,41,31
Hardee's,40.5060662,-86.1123508,http://www.hardees.com/locations,restaurant|food,fast food restaurant|Fast Food|fast food container|hamburger restaurant|Hamburger|restaurant|western food,"[""support@superstarrewards.com""]",Kokomo,+1 765-456-3140,"1500 E Morgan St, Kokomo, IN 46901, USA",Indiana,United States,Monday: 5:00 AM ? 10:00 PM|Tuesday: 5:00 AM ? 10:00 PM|Wednesday: 5:00 AM ? 10:00 PM|Thursday: 5:00 AM ? 10:00 PM|Friday: 5:00 AM ? 10:00 PM|Saturday: 5:00 AM ? 10:00 PM|Sunday: 6:00 AM ? 9:00 PM,1,3.8,46,61,32
Penn Station East Coast Subs,39.492854,-86.0639,http://www.penn-station.com/,meal takeaway|restaurant|food|store,sandwich shop|Sandwich|american restaurant|American|deli|fast food container|fast food restaurant|Fast Food|food products|meal takeaway|restaurant|western food,[],Franklin,+1 317-346-7366,"1143 N Morton St, Franklin, IN 46131, USA",Indiana,United States,Monday: 11:00 AM ? 10:00 PM|Tuesday: 11:00 AM ? 10:00 PM|Wednesday: 11:00 AM ? 10:00 PM|Thursday: 11:00 AM ? 10:00 PM|Friday: 11:00 AM ? 10:00 PM|Saturday: 11:00 AM ? 10:00 PM|Sunday: 12:00 ? 8:00 PM,1,4.4,26,20,88
ATHENS ON 86th,39.9135053,-86.2007093,http://www.athenson86th.com/,restaurant|food,greek restaurant|Greek|european restaurant|mediterranean restaurant|Mediterranean|western food,"[""athenson86th@gmail.com""]",Indianapolis,+1 317-879-8644,"2284 W 86th St, Indianapolis, IN 46260, USA",Indiana,United States,Monday: Closed|Tuesday: 11:00 AM ? 9:00 PM|Wednesday: 11:00 AM ? 9:00 PM|Thursday: 11:00 AM ? 9:00 PM|Friday: 11:00 AM ? 10:00 PM|Saturday: 11:00 AM ? 10:00 PM|Sunday: 11:00 AM ? 9:00 PM,2,4.4,13,55,63
McDonald's,39.6659089,-86.0979711,http://www.mcdonalds.com/,cafe|restaurant|food|store,fast food restaurant|Fast Food|breakfast restaurant|coffe container|coffee|coffee shop|fast food container|hamburger restaurant|Hamburger|ice cream shop|restaurant|salad shop|Salad|sandwich shop|Sandwich|sweets|tea and coffee merchant|western food,[],Indianapolis,+1 317-755-1115,"4044 E Southport Rd, Indianapolis, IN 46237, USA",Indiana,United States,Monday: 5:00 AM ? 11:00 PM|Tuesday: 5:00 AM ? 11:00 PM|Wednesday: 5:00 AM ? 11:00 PM|Thursday: 5:00 AM ? 11:00 PM|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: 5:00 AM ? 11:00 PM,1,3.4,90,87,90
QDOBA Mexican Eats,38.3295062,-85.7595456,https://www.qdoba.com/,bar|restaurant|food|store,mexican restaurant|Mexican|b to b companies|bar and grill|Grill|bars and pubs|box lunch supplier|brunch restaurant|business service|catering service|delivery service|ethnic foods|fast food container|fast food restaurant|Fast Food|party service|restaurant|tex mex restaurant|western food,[],Clarksville,+1 812-206-2077,"1305 Veterans Pkwy #500, Clarksville, IN 47129, USA",Indiana,United States,Monday: 10:30 AM ? 10:30 PM|Tuesday: 10:30 AM ? 10:30 PM|Wednesday: 10:30 AM ? 10:30 PM|Thursday: 10:30 AM ? 10:30 PM|Friday: 10:30 AM ? 10:30 PM|Saturday: 10:30 AM ? 10:30 PM|Sunday: 10:30 AM ? 10:30 PM,1,3.9,56,47,22
Pita Village,41.179413,-85.135619,http://www.pitavillage.com/,restaurant|food,greek restaurant|Greek|western food,"[""your@email.com""]",Fort Wayne,+1 260-619-3604,"511 E Dupont Rd, Fort Wayne, IN 46825, USA",Indiana,United States,Monday: 11:00 AM ? 4:00 PM|Tuesday: 11:00 AM ? 4:00 PM|Wednesday: 11:00 AM ? 4:00 PM|Thursday: 11:00 AM ? 4:00 PM|Friday: 11:00 AM ? 8:00 PM|Saturday: 11:00 AM ? 8:00 PM|Sunday: Closed,2,4.7,37,82,22
Arby's,40.2793067,-86.4787905,http://locations.arbys.com/us/in/frankfort/2446-e-wabash-st.html,restaurant|food,fast food restaurant|Fast Food|american restaurant|American|family restaurant|fast food container|sandwich shop|Sandwich|western food,[],Frankfort,+1 765-654-7647,"2446 E Wabash St, Frankfort, IN 46041, USA",Indiana,United States,Monday: 10:00 AM ? 12:00 AM|Tuesday: 10:00 AM ? 12:00 AM|Wednesday: 10:00 AM ? 12:00 AM|Thursday: 10:00 AM ? 12:00 AM|Friday: 10:00 AM ? 1:00 AM|Saturday: 10:00 AM ? 1:00 AM|Sunday: 10:00 AM ? 12:00 AM,1,3.9,83,11,47
Tegry Bistro,39.9565397,-85.9157826,http://www.tegrybistro.com/tegrybistro.com/locations.html,restaurant|food,restaurant|ethnic foods|japanese food|japanese restaurant|Japanese|japanese steakhouse|seafood restaurant|Seafood|sushi restaurant|Sushi,"[""tegrybistro@sbcglobal.net"", ""tegrybistro@comcast.net""]",Fishers,+1 317-436-8819,"11561 Geist Pavilion Dr #103, Fishers, IN 46037, USA",Indiana,United States,"Monday: 11:00 AM ? 2:30 PM, 4:30 ? 9:00 PM|Tuesday: 11:00 AM ? 2:30 PM, 4:30 ? 9:30 PM|Wednesday: 11:00 AM ? 2:30 PM, 4:30 ? 9:30 PM|Thursday: 11:00 AM ? 2:30 PM, 4:30 ? 9:30 PM|Friday: 11:00 AM ? 2:30 PM, 4:30 ? 9:30 PM|Saturday: 12:00 ? 9:30 PM|Sunday: 12:00 ? 8:30 PM",2,4.5,84,56,51
Pizza Hut,39.9592582,-86.0397639,http://www.pizzahut.com/,meal delivery|meal takeaway|restaurant|food,pizza restaurant|Pizza|deliveries|fast food container|meal delivery|meal takeaway|pizzas|restaurant|western food,[],Fishers,+1 317-578-8000,"11722 Allisonville Rd, Fishers, IN 46038, USA",Indiana,United States,Monday: 11:00 AM ? 11:00 PM|Tuesday: 11:00 AM ? 11:00 PM|Wednesday: 11:00 AM ? 11:00 PM|Thursday: 11:00 AM ? 11:00 PM|Friday: 11:00 AM ? 12:00 AM|Saturday: 11:00 AM ? 12:00 AM|Sunday: 11:00 AM ? 11:00 PM,1,3.2,23,19,43
Wendy's,41.6857124,-86.8943944,https://locations.wendys.com/michigan-city-in-2891?utm_source=google&utm_medium=local&utm_campaign=google-distrib,restaurant|food,fast food restaurant|Fast Food|fast food container|hamburger restaurant|Hamburger|restaurant|western food,[],Michigan City,+1 219-872-0368,"3715 Franklin St, Michigan City, IN 46360, USA",Indiana,United States,Monday: 10:00 AM ? 11:00 PM|Tuesday: 10:00 AM ? 11:00 PM|Wednesday: 10:00 AM ? 11:00 PM|Thursday: 10:00 AM ? 11:00 PM|Friday: 10:00 AM ? 11:00 PM|Saturday: 10:00 AM ? 11:00 PM|Sunday: 10:00 AM ? 11:00 PM,1,3.3,28,48,10
Hungry Howie's Pizza,39.694333,-86.062489,http://www.hungryhowies.com/store/hungry-howies-02020,meal delivery|meal takeaway|restaurant|food,pizza restaurant|Pizza|deliveries|fast food container|pizza delivery service|pizzas|pizzatakeaway|western food,"[""community@hungryhowies.com"", ""unsubscribe@hungryhowies.com""]",Indianapolis,+1 317-786-5800,"6005 E Thompson Rd, Indianapolis, IN 46237, USA",Indiana,United States,Monday: 11:00 AM ? 11:00 PM|Tuesday: 11:00 AM ? 11:00 PM|Wednesday: 11:00 AM ? 11:00 PM|Thursday: 11:00 AM ? 11:00 PM|Friday: 11:00 AM ? 12:00 AM|Saturday: 11:00 AM ? 12:00 AM|Sunday: 11:00 AM ? 11:00 PM,1,3.4,18,58,73
Jimmy John's,39.171717,-86.50999,http://www.jimmyjohns.com/,meal delivery|meal takeaway|restaurant|food,sandwich shop|Sandwich|business service|catering service|deliveries|fast food container|fast food restaurant|Fast Food|meal delivery|meal takeaway|party service|restaurant,[],Bloomington,+1 812-333-2102,"1827 E 10th St, Bloomington, IN 47408, USA",Indiana,United States,Monday: 11:00 AM ? 3:00 AM|Tuesday: 11:00 AM ? 3:00 AM|Wednesday: 11:00 AM ? 3:00 AM|Thursday: 11:00 AM ? 4:00 AM|Friday: 11:00 AM ? 4:00 AM|Saturday: 11:00 AM ? 4:00 AM|Sunday: 11:00 AM ? 3:00 AM,1,4.5,33,62,76
Hwy 55 Burgers Shakes & Fries,38.3559346,-85.7010131,http://hwy55.com/,restaurant|food,restaurant,[],Jeffersonville,+1 812-725-0025,"5420 IN-62 Suite 500, Jeffersonville, IN 47130, USA",Indiana,United States,Monday: 11:00 AM ? 9:00 PM|Tuesday: 11:00 AM ? 9:00 PM|Wednesday: 11:00 AM ? 9:00 PM|Thursday: 11:00 AM ? 9:00 PM|Friday: 11:00 AM ? 10:00 PM|Saturday: 11:00 AM ? 10:00 PM|Sunday: 11:00 AM ? 9:00 PM,2,4,70,88,24
DQ Grill & Chill,40.0010155,-85.7304584,http://www.dairyqueen.com/,restaurant|food,fast food restaurant|Fast Food|fast food container,[],Pendleton,+1 765-778-1700,"3001 US-36, Pendleton, IN 46064, USA",Indiana,United States,Monday: 10:30 AM ? 9:00 PM|Tuesday: 10:30 AM ? 9:00 PM|Wednesday: 10:30 AM ? 9:00 PM|Thursday: 10:30 AM ? 9:00 PM|Friday: 10:30 AM ? 10:00 PM|Saturday: 10:30 AM ? 10:00 PM|Sunday: 11:00 AM ? 9:00 PM,1,3.8,66,40,14
Taste of Philly,40.9580155,-85.3709852,https://m.facebook.com/TasteOfPhillyRoanokeIndiana/,restaurant|food,restaurant,[],Roanoke,+1 260-672-0550,"4227 E Station Rd, Roanoke, IN 46783, USA",Indiana,United States,Monday: 10:30 AM ? 7:00 PM|Tuesday: 10:30 AM ? 7:00 PM|Wednesday: 10:30 AM ? 7:00 PM|Thursday: 10:30 AM ? 7:00 PM|Friday: 10:30 AM ? 8:30 PM|Saturday: 11:00 AM ? 8:30 PM|Sunday: 11:00 AM ? 8:30 PM,1,4.8,16,87,43
Dairy Queen Brazier,40.130369,-86.2100612,http://www.dairyqueen.com/,restaurant|food,fast food restaurant|Fast Food|fast food container,[],Sheridan,+1 317-758-5555,"2710 W 236th St, Sheridan, IN 46069, USA",Indiana,United States,Monday: 10:30 AM ? 9:00 PM|Tuesday: 10:30 AM ? 9:00 PM|Wednesday: 10:30 AM ? 9:00 PM|Thursday: 10:30 AM ? 9:00 PM|Friday: 10:30 AM ? 9:30 PM|Saturday: 10:30 AM ? 9:30 PM|Sunday: 11:00 AM ? 9:30 PM,1,3.1,22,26,80
Little Caesars Pizza,41.6953589,-86.1978755,http://www.littlecaesars.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=14190001,meal takeaway|restaurant|food,pizza restaurant|Pizza|fast food container|pizzas|pizzatakeaway|western food,[],South Bend,+1 574-243-4680,"3601 Edison Rd, South Bend, IN 46615, USA",Indiana,United States,Monday: 11:00 AM ? 11:00 PM|Tuesday: 11:00 AM ? 11:00 PM|Wednesday: 11:00 AM ? 11:00 PM|Thursday: 11:00 AM ? 11:00 PM|Friday: 11:00 AM ? 11:00 PM|Saturday: 11:00 AM ? 11:00 PM|Sunday: 11:00 AM ? 11:00 PM,1,3.7,75,29,83
Peking Garden Restaurant,40.0936891,-86.0700447,http://noblesvillepekinggarden.weebly.com/,restaurant|food,chinese restaurant|Chinese|chinese food|ethnic foods,[],Noblesville,+1 317-877-8888,"19 Harbourtown Center, Noblesville, IN 46062, USA",Indiana,United States,Monday: 10:30 AM ? 10:30 PM|Tuesday: 10:30 AM ? 10:30 PM|Wednesday: 10:30 AM ? 10:30 PM|Thursday: 10:30 AM ? 10:30 PM|Friday: 10:30 AM ? 11:00 PM|Saturday: 10:30 AM ? 11:00 PM|Sunday: 11:00 AM ? 10:00 PM,2,4.5,87,27,17
Arby's,41.6996612,-85.8892176,http://locations.arbys.com/us/in/elkhart/113-cr-17.html,restaurant|food,fast food restaurant|Fast Food|american restaurant|American|family restaurant|fast food container|sandwich shop|Sandwich|western food,[],Elkhart,+1 574-389-1100,"113 CR 17, Elkhart, IN 46516, USA",Indiana,United States,Monday: 5:00 AM ? 12:00 AM|Tuesday: 5:00 AM ? 12:00 AM|Wednesday: 5:00 AM ? 12:00 AM|Thursday: 5:00 AM ? 12:00 AM|Friday: 5:00 AM ? 12:00 AM|Saturday: 5:00 AM ? 12:00 AM|Sunday: 5:00 AM ? 12:00 AM,1,4.3,35,10,24
Hooters,39.7641241,-86.1589309,http://www.hooters.com/,bar|restaurant|food,american restaurant|American|bars and pubs|chicken wings restaurant|Chicken Wings|fast food container|hamburger restaurant|Hamburger|seafood restaurant|Seafood|sports bar|western food,"[""hooterspr@hooters.com""]",Indianapolis,+1 317-267-9637,"25 W Georgia St, Indianapolis, IN 46225, USA",Indiana,United States,Monday: 11:00 AM ? 12:00 AM|Tuesday: 11:00 AM ? 12:00 AM|Wednesday: 11:00 AM ? 12:00 AM|Thursday: 11:00 AM ? 12:00 AM|Friday: 11:00 AM ? 1:00 AM|Saturday: 11:00 AM ? 1:00 AM|Sunday: 11:00 AM ? 11:00 PM,1,3.5,24,63,19
Double S Smokehouse,41.128266,-74.725011,http://doublessmokehouse.com/,restaurant|food,barbecue restaurant|Barbecue,"[""lauram2363@gmail.com""]",Frankford,+1 973-250-3000,"124 US-206, Augusta, NJ 07822, USA",New Jersey,United States,Monday: Closed|Tuesday: 11:00 AM ? 8:00 PM|Wednesday: 11:00 AM ? 8:00 PM|Thursday: 11:00 AM ? 8:00 PM|Friday: 11:00 AM ? 9:00 PM|Saturday: 11:00 AM ? 9:00 PM|Sunday: 11:00 AM ? 9:00 PM,1,4.1,38,11,62
Hoy Yeung Restaurant,39.6416616,-74.7820309,http://hoyyeungrestaurant.com/,restaurant|food,japanese authentic restaurant|chinese food|chinese restaurant|Chinese|ethnic foods|japanese food|sushi restaurant|Sushi,[],Hammonton,+1 609-561-1440,"240 S White Horse Pike, Hammonton, NJ 08037, USA",New Jersey,United States,Monday: 11:00 AM ? 10:00 PM|Tuesday: Closed|Wednesday: 11:00 AM ? 10:00 PM|Thursday: 11:00 AM ? 10:00 PM|Friday: 11:00 AM ? 11:00 PM|Saturday: 11:00 AM ? 11:00 PM|Sunday: 12:00 ? 10:00 PM,2,4.4,34,31,89
Gems House of Bagels,40.424661,-74.160135,http://www.gemsbagels.com/,bakery|restaurant|food|store,bagel shop|baked goods store|bakeries and patisseries|fast food container|food products|sandwich shop|Sandwich,[],Hazlet,+1 732-203-1010,"1727 Union Ave, Hazlet, NJ 07730, USA",New Jersey,United States,Monday: 6:00 AM ? 3:00 PM|Tuesday: 6:00 AM ? 3:00 PM|Wednesday: 6:00 AM ? 3:00 PM|Thursday: 6:00 AM ? 3:00 PM|Friday: 6:00 AM ? 3:00 PM|Saturday: 6:00 AM ? 3:00 PM|Sunday: 6:00 AM ? 2:00 PM,2,4.7,87,59,71
California Pizza Kitchen at Bridgewater Commons,40.5854773,-74.6194557,http://www.cpk.com/Location/Details/Bridgewater-Commons,restaurant|food,american restaurant|American|western food,"[""brigolini@cpk.com"", ""galmonte@cpk.com"", ""CPK0307@cpk.com"", ""bdukes@cpk.com"", ""swenz@cpk.com"", ""dStefankiewicz@cpk.com""]",Bridgewater,+1 908-566-1225,"400 Commons Way #1090, Bridgewater, NJ 08807, USA",New Jersey,United States,Monday: 11:00 AM ? 9:30 PM|Tuesday: 11:00 AM ? 9:30 PM|Wednesday: 11:00 AM ? 9:30 PM|Thursday: 11:00 AM ? 9:30 PM|Friday: 11:00 AM ? 10:00 PM|Saturday: 11:00 AM ? 10:00 PM|Sunday: 11:30 AM ? 8:00 PM,2,3.7,36,27,12
Tanti Baci Caffe,41.031975,-74.64101,http://www.tantibacicaffe.com/,restaurant|food,european restaurant|banquet hall|gluten free restaurant|italian restaurant|Italian|restaurant|western food,"[""dine.sparta@tantibacicaffe.com""]",Sparta Township,+1 973-726-9399,"2 White Deer Plaza, Sparta Township, NJ 07871, USA",New Jersey,United States,Monday: Closed|Tuesday: 12:30 ? 9:30 PM|Wednesday: 12:30 ? 9:30 PM|Thursday: 12:30 ? 9:30 PM|Friday: 12:30 ? 11:00 PM|Saturday: 12:00 ? 11:00 PM|Sunday: Closed,2,4.5,36,62,13
Grissini,40.879537,-73.95198,http://www.grissinirestaurant.com/,restaurant|food,italian restaurant|Italian|b to b companies|business service|delivery service|restaurant|western food,[],Englewood Cliffs,+1 201-568-3535,"484 Sylvan Ave, Englewood Cliffs, NJ 07632, USA",New Jersey,United States,Monday: 11:30 AM ? 11:00 PM|Tuesday: 11:30 AM ? 11:00 PM|Wednesday: 11:30 AM ? 11:00 PM|Thursday: 11:30 AM ? 11:00 PM|Friday: 11:30 AM ? 11:00 PM|Saturday: 4:00 PM ? 12:00 AM|Sunday: 12:00 ? 10:00 PM,2,3.9,47,68,18
Garden of Eden Flower Shop Salem,39.5938949,-75.4453896,https://gardenofedenflowershop.com/,florist|meal takeaway|restaurant|food|store,florist|business service|decoration|flowers|gift shop|snack bar,"[""info@gardenofedenflowershop.com""]",Salem,+1 856-935-4435,"310 Salem Woodstown Rd a, Salem, NJ 08079, USA",New Jersey,United States,Monday: 9:00 AM ? 5:00 PM|Tuesday: 9:00 AM ? 5:00 PM|Wednesday: 9:00 AM ? 5:00 PM|Thursday: 9:00 AM ? 5:00 PM|Friday: 9:00 AM ? 5:00 PM|Saturday: 10:00 AM ? 4:00 PM|Sunday: Closed,1,1,90,14,22
Checkers,39.8330963,-75.0054027,https://www.checkers.com/,restaurant|food,restaurant|american restaurant|American|chicken restaurant|Chicken|fast food container|fast food restaurant|Fast Food|hamburger restaurant|Hamburger|sandwich shop|Sandwich|western food,"[""MEDIA@CHECKERS.COM"", ""media@checkers.com""]",Stratford,+1 856-783-2147,"2 S White Horse Pike, Stratford, NJ 08084, USA",New Jersey,United States,Monday: 10:00 AM ? 2:00 AM|Tuesday: 10:00 AM ? 2:00 AM|Wednesday: 10:00 AM ? 2:00 AM|Thursday: 10:00 AM ? 2:00 AM|Friday: 10:00 AM ? 2:00 AM|Saturday: 10:00 AM ? 2:00 AM|Sunday: 10:00 AM ? 2:00 AM,1,2.8,34,43,46
Boston Market,41.0162972,-73.9460723,http://www.bostonmarket.com/home,restaurant|meal takeaway|food,restaurant|american restaurant|American|chicken restaurant|Chicken|fast food container|fast food restaurant|Fast Food|meal takeaway|sandwich shop|Sandwich|western food,"[""bostonmarketpr@icrinc.com""]",Northvale,+1 201-784-1177,"275 Livingston St, Northvale, NJ 07647, USA",New Jersey,United States,Monday: 11:00 AM ? 10:00 PM|Tuesday: 11:00 AM ? 10:00 PM|Wednesday: 11:00 AM ? 10:00 PM|Thursday: 8:00 AM ? 7:00 PM|Friday: 11:00 AM ? 10:00 PM|Saturday: 11:00 AM ? 10:00 PM|Sunday: 11:00 AM ? 9:00 PM,1,3.7,78,88,70
Domo 7 Japanese Restaurant,40.6185895,-74.7575164,http://www.domo-7.com/,restaurant|food,restaurant|asian restaurant|ethnic foods|japanese food|japanese restaurant|Japanese|sushi restaurant|Sushi,"[""info@Domo-7.com"", ""myname@example.com""]",,+1 908-534-7773,"547 US-22, Whitehouse Station, NJ 08889, USA",New Jersey,United States,,1,4.6,21,28,46
